trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
182,False,"{'a': 0.5, 'e': 0.16202575093388075}",20,14,12.328759091737222,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.5, 'e': 0.16041356777517274}",30,14,-22.438264762640586,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
184,False,"{'a': 0.5, 'e': 0.15881742610692068}",30,0,-29.690686247814263,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
185,False,"{'a': 0.5, 'e': 0.1572371663136276}",20,9,18.870663126473453,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.1556726303679973}",35,16,36.36225141033893,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.1541236618151314}",20,10,16.95817678184601,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.15259010575688386}",30,11,4.248195340932851,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.15107180883637084}",20,3,7.778941683568889,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.14956861922263504}",25,9,-5.976467792006314,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.14808038659546244}",20,6,16.38237938432426,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.14660696213035015}",25,11,-17.57529067611638,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.14514819848362373}",30,17,-9.55692319448268,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
194,False,"{'a': 0.5, 'e': 0.14370394977770293}",25,17,16.46991696409555,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.5, 'e': 0.1422740715865136}",35,13,-55.12265472449327,"{0: 15, 1: 3, 2: 3, 3: 0, 4: 1}",1
196,False,"{'a': 0.5, 'e': 0.140858420921045}",30,16,10.189885950713444,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.13945685621505094}",25,17,11.103722134228711,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.13806923731089282}",25,15,15.571027299888831,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.13669542544552385}",20,8,2.333017894522321,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.1353352832366127}",20,0,21.17558372783162,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
201,False,"{'a': 0.5, 'e': 0.13398867466880493}",30,16,-8.086390746994534,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.13265546508012172}",30,16,15.241798048712973,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.13133552114849303}",25,0,-13.853289518099412,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
204,False,"{'a': 0.5, 'e': 0.1300287108784259}",25,17,11.299926662499791,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.12873490358780423}",20,0,-73.31198698636183,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",0
206,False,"{'a': 0.5, 'e': 0.12745396989482075}",20,3,5.168353155803142,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.12618578170503877}",25,0,-8.57749541100932,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
208,False,"{'a': 0.5, 'e': 0.12493021219858241}",20,9,16.67541169911068,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.12368713581745483}",20,1,22.899975091329686,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.1224564282529819}",30,18,10.985119437633255,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.12123796643338168}",20,8,17.053492280515428,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.12003162851145673}",30,15,25.82406859318736,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.11883729385240965}",25,9,23.366340236973752,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.5, 'e': 0.11765484302177918}",25,9,26.514790058410092,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.11648415777349697}",20,8,21.985214648838163,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.5, 'e': 0.11532512103806251}",35,18,13.546489617818391,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.1141776169108365}",20,8,18.8085663430425,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.11304153064044985}",25,16,14.21069063131538,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.5, 'e': 0.11191674861732888}",20,11,15.5800084748109,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.5, 'e': 0.11080315836233387}",30,13,30.284902051047474,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.10970064851551141}",25,17,-4.267911938397449,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.10860910882495796}",20,10,13.503666262901374,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.10752843013579495}",20,11,18.473526460979162,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.1064585043792528}",20,0,27.829454610684174,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
225,False,"{'a': 0.5, 'e': 0.10539922456186433}",25,7,-32.078092138487,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
226,False,"{'a': 0.5, 'e': 0.104350484754765}",20,15,7.312356029997654,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.1033121800831002}",20,10,3.4444562815498587,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.10228420671553744}",25,18,11.311258943147049,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.1012664618538834}",20,3,6.20320583624557,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.1002588437228037}",25,2,15.911836613358586,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
231,False,"{'a': 0.5, 'e': 0.09926125155964566}",25,8,17.41931936658726,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.09827358560436154}",25,18,15.941109188048888,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.5, 'e': 0.09729574708953276}",30,24,8.27598945837434,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.09632763823049303}",35,13,-7.764481227798273,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 1}",1
235,False,"{'a': 0.5, 'e': 0.09536916221554961}",25,7,-17.90112162788423,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
236,False,"{'a': 0.5, 'e': 0.09442022319630235}",25,18,14.968597300330284,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.09348072627805847}",30,3,-18.535267369042955,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 1}",1
238,False,"{'a': 0.5, 'e': 0.09255057751034329}",25,0,-56.642636364205835,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
239,False,"{'a': 0.5, 'e': 0.09162968387750484}",25,5,12.864943145747716,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.09071795328941251}",25,0,36.90818487148305,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
241,False,"{'a': 0.5, 'e': 0.08981529457224763}",25,16,18.29946911744197,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.08892161745938634}",20,9,6.23829693976269,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.08803683258237255}",25,3,-10.56461986837912,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
244,False,"{'a': 0.5, 'e': 0.0871608514619813}",20,13,-20.71990388576753,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.0862935864993705}",25,16,-69.13663269787672,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 2}",1
246,False,"{'a': 0.5, 'e': 0.08543495096732123}",20,1,-22.608257395846394,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
247,False,"{'a': 0.5, 'e': 0.08458485900156469}",20,3,-35.985305582329296,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
248,False,"{'a': 0.5, 'e': 0.08374322559219596}",25,2,4.92977500849115,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.08290996657517266}",25,18,13.969248427602045,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.0820849986238988}",20,6,21.02837012685103,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.08126823924089167}",25,13,19.592672570359348,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.08045960674953244}",20,3,28.24238538958298,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.07965902028589801}",20,16,6.878503497345923,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.07886639979067495}",20,1,28.608262730627803,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.07808166600115313}",30,0,26.708207552568776,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
256,False,"{'a': 0.5, 'e': 0.07730474044329974}",30,12,35.26931521156154,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.07653554542391151}",30,11,17.564665477532294,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.07577400402284548}",25,16,17.384250463693036,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.07502004008532698}",20,12,16.168763643057858,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.07427357821433388}",20,0,6.383647632936723,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
261,False,"{'a': 0.5, 'e': 0.0735345437630571}",30,13,19.89943303287809,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.07280286282743559}",30,18,13.706971406344426,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.0720784622387661}",20,14,10.604407174791737,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.07136126955638605}",25,11,24.57180320263758,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.0706512130604296}",25,0,-27.412140571602713,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
266,False,"{'a': 0.5, 'e': 0.06994822174465536}",20,0,-25.933194732128637,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
267,False,"{'a': 0.5, 'e': 0.069252225309346}",20,10,16.718295287405994,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.06856315415427791}",25,17,11.894655168172083,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.06788093937176144}",25,17,16.136054366472102,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.06720551273974976}",25,18,13.689457509038089,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.06653680671501686}",20,14,11.58710429479381,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.06587475442640295}",30,16,10.064338093148736,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.06521928966812753}",30,21,-8.63945745681697,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.06457034689316847}",20,6,23.72932031984137,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.06392786120670757}",20,16,5.387290863412825,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.0632917683596407}",25,18,10.888011313496879,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.06266200474215315}",20,0,34.64899073606125,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
278,False,"{'a': 0.5, 'e': 0.06203850737735829}",25,8,17.356510343185057,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.06142121391500013}",25,13,-19.069048397209237,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
280,False,"{'a': 0.5, 'e': 0.06081006262521795}",35,17,34.225725817493775,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.06020499239237354}",20,10,17.886333313597838,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.05960594270893937}",30,15,25.332886758049685,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.05901285366944784}",30,16,25.01653832341995,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.05842566596450083}",25,1,41.19856757033729,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.057844320874838456}",30,16,17.770465963757278,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.05726876026546736}",30,18,21.751778707520867,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.0566989265798469}",20,7,23.54958286888043,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.056134762834133725}",20,14,9.36256292431999,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.05557621261148306}",20,16,6.9365317218315266,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.05502322005640723}",20,12,16.434761277371763,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.05447572986918986}",25,8,26.348736946967804,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.05393368730035602}",30,13,29.38370446696174,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.053397038145197084}",20,4,5.939083776600061,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.05286572873835037}",20,13,11.761460460049546,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.05233970594843238}",25,15,18.51993297474277,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.05181891717272583}",35,18,26.810252055062385,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.05130331033191911}",20,0,29.89074397191592,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.0507928338648985}",25,20,8.028360567142272,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.050287436723591865}",20,13,17.102303682475114,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.049787068367863944}",20,8,8.077120377729553,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",35,18,35.91169472454632,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,11,-13.2625449011219,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
3,True,"{'a': 0, 'e': 0}",25,12,20.20732133078056,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,7,25.91510443762644,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,20,10.616472463377717,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,15,9.151157942947751,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,15,13.532652646849858,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,14,11.642054255046382,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",30,15,26.67097508100568,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,0,34.2257368092088,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
